Date,Day,DAS,DAT,Treatment_ID,System_ID,Crop_ID,Location_ID,System_Type,System_Area_m2,Plant_Count,Flow_Rate_L_h,System_Description,,Temp_C,Solar_Rad_MJ,VPD_kPa,CO2_umol_mol, ,ETO_Ref_mm,ETC_Prime_mm,Transpiration_mm,Water_Total_L,Tank_Volume_L,WUE_kg_m3,  ,pH,EC,pH_Change_Uptake,pH_Drift,Acid_Dosed_mL_L,Base_Dosed_mL_L,Buffer_Capacity,   ,N-NO3_mg_L,P-PO4_mg_L,K_mg_L,Ca_mg_L,Mg_mg_L,    ,RZT_C,RZT_Growth_Factor,RZT_Nutrient_Factor,Env_Photo_Factor,Env_Transp_Factor,     ,V_Stage,Leaf_Number,Leaf_Area_m2,Avg_Leaf_Area_cm2,      ,Growth_Stage,Total_Biomass_g,LAI,Plant_Height_cm,Daily_Growth_Rate_g_day,       ,Integrated_Stress,Temperature_Stress,Water_Stress,Nutrient_Stress,Nitrogen_Stress,Salinity_Stress,        ,Shoot_Dry_Weight_g,Leaf_Dry_Weight_g,Stem_Dry_Weight_g,Shoot_Fresh_Weight_g,Leaf_Fresh_Weight_g,Stem_Fresh_Weight_g,Root_Dry_Weight_g,Root_Fresh_Weight_g,Leaf_Growth_Rate_g_day,Stem_Growth_Rate_g_day,Root_Growth_Rate_g_day,         ,Fine_Root_Length_cm,Coarse_Root_Length_cm,Root_Length_Density_cm_cm3,Root_Surface_Area_cm2,Root_Volume_cm3,          ,Jmax_25_umol_m2_s,Quantum_Efficiency,Rubisco_Limited_umol_m2_s,Light_Limited_umol_m2_s,CO2_Compensation_umol_mol,Intercellular_CO2_umol_mol,Photosynthesis_Rate,Net_Assimilation,Maintenance_Respiration,Growth_Respiration,Respiration_Rate,Maint_Resp_Leaves,Maint_Resp_Stems,Maint_Resp_Roots,Growth_Resp_Leaves,Growth_Resp_Stems,Growth_Resp_Roots,Temperature_Acclimation,Age_Factor,Light_Interception,Sunlit_LAI,Shaded_LAI,Total_Absorbed_PPFD_umol_m2_s,Canopy_Photosynthesis_umol_m2_s,Canopy_Layers,PPFD_Top_umol_m2_s,PPFD_Bottom_umol_m2_s,Light_Extinction_Coeff,N_Pool_Structural_g,N_Pool_Metabolic_g,N_Pool_Storage_g,N_Pool_Transport_g,N_Remobilization_g,N_Critical_Conc,Nitrogen_Uptake_mg,Nitrogen_Demand_mg,Leaf_Nitrogen_Conc,Root_Nitrogen_Conc,Nitrogen_Remobilization,Accumulated_GDD,Thermal_Time_Daily,Development_Rate,Is_Vegetative,Is_Reproductive,Root_Cohorts,Root_Activity_Young,Root_Activity_Old,Root_Surface_Active_cm2,Root_Turnover_Rate,Cultivar_Adaptation_Index,Cultivar_Yield_Potential,Genetic_Photosynthesis_Capacity,Genetic_EC_Tolerance,Genetic_Nitrate_Efficiency,Phosphorus_Uptake_mg,Phosphorus_Remobilization,Potassium_Remobilization,Senescence_Rate,Leaf_Senescence_Rate,Temperature_Stress_Photosynthesis,Temperature_Stress_Growth,Cold_Stress_Factor,Heat_Stress_Factor,Temperature_Stress_Factor,Controlled_Humidity_pct,VPD_Target_kPa,Environmental_Cost,Phosphate_H2PO4_mg_L,Phosphate_HPO4_mg_L,Nutrient_Precipitation_mg_L,Stress_Interaction_water_interaction,Stress_Interaction_temperature_interaction,Stress_Interaction_nutrient_interaction,Stress_Interaction_light_interaction,Stress_Interaction_salinity_interaction,Stress_Interaction_oxygen_interaction,Stress_Interaction_ph_interaction,Acclimation_water,Acclimation_temperature,Acclimation_nutrient,Acclimation_light,Acclimation_salinity,Acclimation_oxygen,Acclimation_ph,Cumulative_Damage_water,Cumulative_Damage_temperature,Cumulative_Damage_nutrient,Cumulative_Damage_light,Cumulative_Damage_salinity,Cumulative_Damage_oxygen,Cumulative_Damage_ph
2025-09-14,11,27,11,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,25.6,20.6,1.12,988.8,,4.25,0.15,0.01,0.82,494.08,499.283,,6.0,2.97,-0.0,0.0,0.0,0.0,2.89,,60.0,37.5,270.0,50.0,15.0,,27.66,0.79,0.94,0.91,0.86,,3.0,3,0.011,35.91,,V9,3.3,0.129,11.5,0.53,,0.25,0.19,0.09,0.08,0.0,0.09,,2.47,1.9,0.58,40.8,26.4,11.4,0.83,5.5,0.3,0.12,0.11,,2.5,0.1,0.0,0.16,0.0,,125.0,0.24,0.18,22.57,42.75,988.8,0.44,0.32,0.06,0.06,0.12,0.05,0.0,0.01,0.03,0.01,0.01,1.02,1.18,0.08,0.11,0.02,97.37,4.87,5,927.0,775.74,0.83,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,1.41,0.63,9.5,363.8,16.61,21.6,True,False,17,0.93,0.73,0.15,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,11.75,0.21,0.0,0.0,0.0,,,,74.98,0.8,0.22,6.13,0.39,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.06,0.06,0.0,0.03,0.04,0.02,0.03,0.09,0.06,0.0,0.11,0.06,0.09,0.11
2025-09-15,12,28,12,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,24.7,18.1,1.37,868.8,,4.92,0.2,0.02,0.97,493.11,498.886,,6.0,3.91,-0.0,0.0,0.0,0.0,2.89,,160.0,20.0,270.0,127.5,15.0,,27.5,0.68,0.3,0.7,0.56,,4.0,4,0.013,32.33,,V9,3.54,0.155,11.6,0.24,,0.48,0.17,0.16,0.18,0.0,0.28,,2.63,2.0,0.62,40.3,25.9,11.4,0.91,6.1,0.11,0.04,0.08,,2.6,0.1,0.0,0.16,0.0,,125.0,0.24,0.14,20.7,42.75,868.8,0.25,0.17,0.06,0.03,0.08,0.05,0.0,0.01,0.01,0.01,0.01,0.97,1.2,0.09,0.13,0.03,101.07,5.05,5,814.5,657.42,0.83,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,1.34,0.58,5.44,386.48,17.44,22.68,True,False,18,0.92,0.72,0.15,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,4.25,0.18,0.0,0.0,0.0,,,,74.87,0.8,0.19,6.13,0.4,0.0,0.01,0.02,0.0,0.0,0.07,0.0,0.0,0.06,0.06,0.0,0.04,0.07,0.02,0.04,0.09,0.06,0.0,0.11,0.06,0.1,0.12
2025-09-16,13,29,13,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,25.7,22.8,1.19,1094.4,,4.57,0.22,0.02,1.12,491.99,498.741,,6.0,3.61,-0.0,0.0,0.0,0.0,2.89,,160.0,37.5,270.0,50.0,15.0,,28.05,0.75,0.69,0.85,0.77,,4.0,4,0.015,37.76,,V10,3.97,0.181,11.8,0.44,,0.44,0.24,0.1,0.18,0.0,0.22,,2.93,2.22,0.71,46.0,29.4,13.3,1.04,7.0,0.21,0.09,0.13,,2.6,0.1,0.0,0.16,0.0,,125.0,0.24,0.2,23.54,42.75,1094.4,0.39,0.28,0.06,0.05,0.11,0.05,0.0,0.01,0.02,0.01,0.02,1.0,1.21,0.11,0.15,0.03,146.39,7.32,5,1026.0,798.41,0.83,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,1.21,0.5,8.45,407.94,16.51,21.47,True,False,18,0.9,0.7,0.14,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,8.48,0.18,0.0,0.0,0.0,,,,74.64,0.8,0.16,6.13,0.4,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.06,0.07,0.0,0.04,0.06,0.03,0.04,0.1,0.07,0.0,0.12,0.06,0.11,0.13
2025-09-17,14,30,14,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,24.4,15.7,1.22,690.8,,4.36,0.24,0.02,1.26,490.74,498.715,,6.0,2.21,-0.0,0.0,0.0,0.0,2.89,,160.0,20.0,90.0,50.0,15.0,,27.47,0.64,0.3,0.82,0.73,,4.0,4,0.017,42.43,,V10,4.68,0.204,11.9,0.71,,0.24,0.17,0.11,0.18,0.0,0.0,,3.41,2.56,0.85,56.0,35.4,16.7,1.27,8.5,0.34,0.14,0.22,,2.3,0.1,0.0,0.15,0.0,,125.0,0.24,0.11,18.86,42.75,690.8,0.69,0.55,0.06,0.08,0.14,0.05,0.0,0.01,0.04,0.02,0.03,0.95,1.23,0.12,0.17,0.04,111.73,5.59,5,706.5,532.67,0.84,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,1.05,0.41,10.46,430.94,17.69,23.0,True,False,18,0.89,0.69,0.14,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,11.24,0.18,0.0,0.0,0.0,,,,74.32,0.8,0.12,6.13,0.4,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.04,0.06,0.03,0.04,0.11,0.07,0.0,0.13,0.07,0.12,0.14
2025-09-18,15,31,15,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,25.6,21.6,1.02,950.4,,4.0,0.25,0.03,1.43,489.31,498.63,,6.0,3.61,-0.0,0.0,0.0,0.0,2.89,,160.0,37.5,270.0,50.0,15.0,,27.98,0.74,0.66,0.99,0.98,,5.0,5,0.019,38.83,,V10,5.26,0.233,12.0,0.58,,0.44,0.23,0.08,0.18,0.0,0.22,,3.81,2.84,0.97,60.3,37.9,18.3,1.45,9.7,0.28,0.12,0.18,,2.3,0.1,0.0,0.15,0.0,,125.0,0.24,0.17,22.74,42.75,950.4,0.51,0.37,0.07,0.07,0.14,0.06,0.0,0.01,0.03,0.01,0.02,1.0,1.24,0.14,0.2,0.03,182.94,9.15,5,972.0,685.73,0.84,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,0.94,0.36,9.62,452.54,16.61,21.6,True,False,18,0.88,0.68,0.13,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,10.55,0.18,0.0,0.0,0.0,,,,73.89,0.8,0.08,6.13,0.4,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.06,0.07,0.0,0.04,0.07,0.03,0.04,0.11,0.08,0.0,0.14,0.08,0.13,0.15
2025-09-19,16,32,16,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,23.2,22.3,1.08,981.2,,4.21,0.3,0.04,1.62,487.69,498.388,,6.0,2.3,-0.0,0.0,0.0,0.0,2.89,,160.0,37.5,90.0,50.0,15.0,,26.7,0.57,0.3,0.94,0.9,,5.0,5,0.022,44.18,,V11+,6.1,0.265,12.2,0.84,,0.2,0.11,0.09,0.18,0.0,0.0,,4.39,3.25,1.14,69.7,43.5,21.6,1.71,11.4,0.41,0.17,0.26,,2.7,0.1,0.0,0.17,0.0,,125.0,0.24,0.14,20.98,42.75,981.2,0.89,0.73,0.07,0.09,0.16,0.06,0.0,0.01,0.05,0.02,0.03,0.92,1.25,0.16,0.22,0.04,210.6,10.53,5,1003.5,674.3,0.84,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,0.82,0.31,9.02,475.0,17.28,22.46,True,False,21,0.89,0.69,0.15,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,11.38,0.18,0.0,0.0,0.0,,,,73.38,0.79,0.06,6.13,0.4,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.05,0.06,0.03,0.05,0.12,0.08,0.0,0.15,0.08,0.14,0.16
2025-09-20,17,33,17,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,24.6,21.1,1.24,844.0,,4.65,0.36,0.05,1.8,485.89,498.217,,6.0,2.97,-0.0,0.0,0.0,0.0,2.89,,60.0,37.5,270.0,50.0,15.0,,27.07,0.73,0.58,0.81,0.72,,5.0,5,0.024,48.44,,V11+,7.31,0.291,12.4,1.21,,0.2,0.13,0.11,0.08,0.0,0.09,,5.34,3.92,1.42,84.1,52.0,26.6,1.97,13.2,0.67,0.28,0.27,,2.8,0.1,0.0,0.17,0.0,,125.0,0.24,0.14,21.43,42.75,844.0,1.01,0.8,0.08,0.14,0.22,0.06,0.0,0.01,0.08,0.03,0.03,0.99,1.27,0.16,0.23,0.06,203.46,10.17,5,949.5,633.08,0.85,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,0.68,0.27,13.1,497.79,17.53,22.79,True,False,22,0.89,0.69,0.15,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,14.13,0.21,0.0,0.0,0.0,,,,72.79,0.79,0.09,6.13,0.4,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.06,0.06,0.0,0.05,0.06,0.03,0.05,0.13,0.09,0.0,0.16,0.09,0.15,0.17
2025-09-21,18,34,18,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,25.2,21.4,1.28,856.0,,4.8,0.41,0.07,2.02,483.87,498.153,,6.0,1.88,-0.0,0.0,0.0,0.0,2.89,,60.0,37.5,90.0,50.0,42.5,,27.58,0.74,0.66,0.77,0.66,,6.0,6,0.027,44.76,,V11+,8.96,0.322,12.6,1.65,,0.18,0.19,0.13,0.08,0.0,0.0,,6.61,4.81,1.79,104.3,64.1,33.7,2.35,15.7,0.89,0.37,0.38,,2.7,0.1,0.0,0.17,0.0,,125.0,0.24,0.15,22.04,42.75,856.0,1.34,1.06,0.09,0.19,0.28,0.07,0.01,0.02,0.1,0.04,0.04,1.0,1.28,0.18,0.25,0.07,224.59,11.23,5,963.0,613.92,0.85,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,0.56,0.22,16.11,519.89,17.0,22.1,True,False,21,0.86,0.66,0.14,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,16.52,0.21,0.0,0.0,0.0,,,,72.14,0.78,0.12,6.13,0.4,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.05,0.06,0.04,0.05,0.13,0.09,0.0,0.17,0.1,0.15,0.18
2025-09-22,19,35,19,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,24.0,21.9,0.95,876.0,,3.81,0.36,0.06,2.2,481.67,498.457,,6.0,2.21,-0.0,0.0,0.0,0.0,2.89,,160.0,20.0,90.0,50.0,15.0,,27.04,0.64,0.3,1.0,1.0,,6.0,6,0.03,49.35,,V11+,10.35,0.355,12.8,1.39,,0.2,0.12,0.07,0.18,0.0,0.0,,7.56,5.49,2.08,120.5,73.7,39.4,2.78,18.6,0.68,0.28,0.43,,2.9,0.1,0.0,0.17,0.0,,125.0,0.24,0.14,21.24,42.75,876.0,1.31,1.06,0.1,0.16,0.25,0.07,0.01,0.02,0.08,0.03,0.05,0.96,1.3,0.2,0.27,0.08,248.57,12.43,5,985.5,599.48,0.85,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,0.49,0.19,15.15,543.29,18.0,23.4,True,False,23,0.87,0.67,0.15,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,15.67,0.18,0.0,0.0,0.0,,,,71.44,0.78,0.15,6.12,0.4,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.06,0.04,0.06,0.14,0.1,0.0,0.18,0.11,0.16,0.19
2025-09-23,20,36,20,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,24.0,20.9,1.04,836.0,,4.04,0.41,0.08,2.37,479.3,498.28,,6.0,3.61,-0.0,0.0,0.0,0.0,2.89,,160.0,37.5,270.0,50.0,15.0,,26.83,0.68,0.3,0.96,0.95,,6.0,6,0.032,52.77,,V11+,11.27,0.38,12.9,0.92,,0.38,0.11,0.08,0.18,0.0,0.22,,8.2,5.94,2.26,125.1,76.4,41.1,3.07,20.5,0.45,0.19,0.28,,3.1,0.1,0.0,0.18,0.0,,125.0,0.24,0.13,20.87,42.75,836.0,0.87,0.66,0.11,0.1,0.21,0.08,0.01,0.02,0.05,0.02,0.03,0.97,1.32,0.21,0.29,0.09,250.02,12.5,5,940.5,552.14,0.85,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,0.45,0.17,12.43,566.69,18.0,23.4,True,False,24,0.86,0.66,0.15,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,12.7,0.18,0.0,0.0,0.0,,,,70.71,0.77,0.17,6.12,0.4,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.06,0.06,0.0,0.06,0.07,0.04,0.06,0.15,0.11,0.0,0.19,0.12,0.17,0.2
2025-09-24,21,37,21,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,23.2,21.0,0.97,840.0,,3.8,0.42,0.09,2.57,476.73,498.328,,6.0,2.52,-0.0,0.0,0.0,0.0,2.89,,160.0,37.5,90.0,50.0,42.5,,26.25,0.64,0.3,1.0,1.0,,7.0,7,0.034,48.96,,V11+,12.78,0.411,13.1,1.51,,0.21,0.1,0.07,0.18,0.0,0.0,,9.24,6.67,2.57,147.3,89.7,48.8,3.54,23.6,0.74,0.31,0.47,,3.4,0.1,0.0,0.19,0.0,,125.0,0.24,0.12,20.27,42.75,840.0,1.44,1.15,0.11,0.17,0.28,0.08,0.01,0.02,0.08,0.03,0.05,0.95,1.33,0.22,0.31,0.1,267.1,13.35,5,945.0,530.43,0.86,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,0.4,0.15,14.33,589.15,17.28,22.46,True,False,26,0.87,0.67,0.16,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,16.08,0.18,0.0,0.0,0.0,,,,69.96,0.76,0.18,6.12,0.4,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.06,0.04,0.06,0.16,0.11,0.0,0.2,0.13,0.18,0.21
2025-09-25,22,38,22,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,24.7,18.1,1.24,724.0,,4.54,0.54,0.12,2.86,473.87,497.995,,6.0,2.97,-0.0,0.0,0.0,0.0,2.89,,60.0,37.5,270.0,50.0,15.0,,26.97,0.76,0.75,0.8,0.71,,7.0,7,0.037,52.72,,HI,14.73,0.443,13.1,1.95,,0.2,0.11,0.11,0.08,0.0,0.09,,10.76,7.39,3.37,162.2,93.9,60.5,3.97,26.5,0.71,0.8,0.43,,3.6,0.1,0.0,0.19,0.0,,125.0,0.24,0.12,20.12,42.75,724.0,1.58,1.23,0.13,0.22,0.35,0.09,0.01,0.03,0.08,0.09,0.05,1.01,1.34,0.24,0.33,0.11,243.45,12.17,5,814.5,436.96,0.86,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,0.36,0.13,14.68,611.83,17.44,22.68,False,False,28,0.87,0.67,0.17,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,18.53,0.21,0.0,0.0,0.0,,,,69.21,0.75,0.21,6.12,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.06,0.04,0.06,0.17,0.12,0.0,0.21,0.13,0.19,0.22
2025-09-26,23,39,23,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,23.6,20.4,1.17,734.4,,4.4,0.55,0.13,3.03,470.84,498.096,,6.0,2.3,-0.0,0.0,0.0,0.0,2.89,,160.0,37.5,90.0,50.0,15.0,,26.55,0.66,0.3,0.87,0.8,,7.0,7,0.039,55.41,,HI,16.61,0.465,13.1,1.88,,0.2,0.09,0.08,0.17,0.0,0.0,,12.06,8.0,4.06,182.9,102.3,73.3,4.55,30.3,0.61,0.69,0.58,,3.6,0.1,0.0,0.19,0.0,,125.0,0.24,0.11,20.02,42.75,734.4,1.75,1.4,0.14,0.21,0.35,0.1,0.01,0.03,0.07,0.08,0.07,0.96,1.36,0.25,0.34,0.12,284.62,14.23,5,918.0,476.46,0.86,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,0.33,0.12,14.13,634.76,17.64,22.93,False,False,30,0.88,0.68,0.17,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,18.28,0.18,0.0,0.0,0.0,,,,68.48,0.74,0.22,6.12,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.06,0.05,0.06,0.17,0.13,0.0,0.22,0.14,0.2,0.23
2025-09-27,24,40,24,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,23.6,20.0,0.99,720.0,,3.83,0.51,0.13,3.21,467.62,498.28,,6.0,3.36,-0.0,0.0,0.0,0.0,2.89,,60.0,37.5,270.0,127.5,15.0,,26.39,0.68,0.3,1.0,1.0,,8.0,8,0.041,51.54,,HI,18.13,0.495,13.1,1.52,,0.26,0.08,0.06,0.07,0.0,0.17,,13.26,8.56,4.7,199.6,108.7,84.1,4.87,32.5,0.56,0.64,0.32,,3.9,0.1,0.0,0.2,0.0,,125.0,0.24,0.11,19.86,42.75,720.0,1.41,1.08,0.15,0.17,0.33,0.1,0.02,0.04,0.06,0.07,0.04,0.97,1.37,0.26,0.36,0.13,291.76,14.59,5,900.0,447.69,0.87,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,0.31,0.11,12.82,657.69,17.64,22.93,False,False,32,0.87,0.67,0.17,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,16.44,0.21,0.0,0.0,0.0,,,,67.79,0.73,0.23,6.12,0.4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.06,0.0,0.06,0.06,0.05,0.06,0.18,0.14,0.0,0.23,0.15,0.2,0.24
2025-09-28,25,41,25,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,24.2,19.9,1.39,716.4,,5.07,0.71,0.19,3.56,464.06,497.621,,6.0,3.61,-0.0,0.0,0.0,0.0,2.89,,160.0,37.5,270.0,50.0,15.0,,26.72,0.72,0.53,0.69,0.53,,8.0,8,0.044,54.62,,HI,19.43,0.524,13.1,1.3,,0.41,0.08,0.15,0.17,0.0,0.22,,14.09,8.96,5.14,200.0,107.2,86.8,5.33,35.6,0.39,0.44,0.46,,4.2,0.1,0.0,0.21,0.0,,125.0,0.24,0.11,20.27,42.75,716.4,1.18,0.86,0.17,0.15,0.32,0.11,0.02,0.04,0.04,0.05,0.05,0.99,1.39,0.27,0.38,0.15,302.57,15.13,5,895.5,426.79,0.87,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,0.3,0.1,14.25,680.9,17.85,23.2,False,False,34,0.88,0.68,0.18,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,16.47,0.18,0.0,0.0,0.0,,,,67.14,0.71,0.23,6.12,0.4,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.06,0.0,0.06,0.07,0.05,0.06,0.19,0.14,0.0,0.24,0.15,0.21,0.25
2025-09-29,26,42,26,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,21.5,18.3,1.18,658.8,,4.37,0.63,0.17,3.65,460.41,497.938,,6.0,2.97,-0.0,0.0,0.0,0.0,2.89,,60.0,37.5,270.0,50.0,15.0,,25.09,0.56,0.3,0.86,0.78,,8.0,8,0.045,56.71,,HI,20.86,0.544,13.1,1.43,,0.19,0.06,0.07,0.07,0.0,0.09,,15.22,9.49,5.73,232.1,122.0,104.1,5.63,37.6,0.53,0.6,0.3,,4.6,0.1,0.0,0.22,0.0,,125.0,0.24,0.08,17.65,42.75,658.8,1.6,1.27,0.16,0.16,0.33,0.1,0.02,0.04,0.06,0.07,0.03,0.91,1.4,0.28,0.39,0.15,285.57,14.28,5,823.5,380.87,0.87,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,0.28,0.09,11.12,701.37,15.75,20.48,False,False,36,0.88,0.68,0.2,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,15.06,0.22,0.0,0.0,0.0,,,,66.56,0.7,0.22,6.12,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.06,0.05,0.06,0.2,0.15,0.0,0.25,0.16,0.22,0.26
2025-09-30,27,43,27,DEFAULT,CROPGRO_DEFAULT_CSV_CULTIVAR,LETTUCE_ADVANCED,HYDROPONIC_LAB,,1.0,12,50.0,,,24.8,18.0,1.06,648.0,,3.97,0.61,0.17,3.85,456.56,498.228,,6.0,1.88,-0.0,0.0,0.0,0.0,2.89,,60.0,37.5,90.0,50.0,42.5,,26.66,0.81,1.08,0.95,0.92,,9.0,9,0.048,52.9,,HI,24.32,0.571,13.1,3.47,,0.11,0.07,0.06,0.07,0.0,0.0,,17.96,10.78,7.18,280.8,142.1,133.7,6.36,42.4,1.29,1.45,0.73,,4.3,0.1,0.0,0.21,0.0,,125.0,0.24,0.11,19.77,42.75,648.0,2.62,2.03,0.2,0.39,0.59,0.13,0.03,0.05,0.14,0.16,0.08,1.04,1.42,0.29,0.41,0.17,290.4,14.52,5,810.0,360.12,0.87,0.0,0.0,0.0,0.0,0.02,0.0,0.0,10.0,0.25,0.08,11.52,723.94,17.36,22.57,False,False,34,0.86,0.66,0.18,0.02,0.8,0.85,1.0,1.8,0.85,0.0,0.0,23.18,0.22,0.0,0.0,0.0,,,,66.06,0.69,0.2,6.12,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.06,0.05,0.06,0.2,0.16,0.0,0.26,0.17,0.23,0.27
